行業別大類,行業別中類,行業別小類,月份,售電量
H.運輸及倉儲業,52 運輸輔助業,524 陸上運輸輔助業,03,16095876
H.運輸及倉儲業,52 運輸輔助業,525 水上運輸輔助業,03,19183460
H.運輸及倉儲業,52 運輸輔助業,526 航空運輸輔助業,03,23675654
H.運輸及倉儲業,52 運輸輔助業,529 其他運輸輔助業,03,9156977
H.運輸及倉儲業,53 倉儲業,,03,65279569
H.運輸及倉儲業,54 郵政及快遞業,541 郵政業,03,3194621
H.運輸及倉儲業,54 郵政及快遞業,542 快遞業,03,3317551
I.住宿及餐飲業,55 住宿業,551 短期住宿業,03,153729266
I.住宿及餐飲業,55 住宿業,559 其他住宿業,03,445039
I.住宿及餐飲業,56 餐飲業,561 餐食業,03,73784619
I.住宿及餐飲業,56 餐飲業,562 外燴及團膳承包業,03,2697723
I.住宿及餐飲業,56 餐飲業,563 飲料業,03,4181757
J.出版、影音製作、傳播及資通訊服務業,58 出版業,581 新聞、雜誌、期刊、書籍及其他出版業,03,2866169
J.出版、影音製作、傳播及資通訊服務業,58 出版業,582 軟體出版業,03,265807
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,591 影片及電視節目業,03,7831307
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,592 聲音錄製及音樂發行業,03,95007
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,601 廣播業,03,3044480
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,602 電視節目編排及傳播業,03,6672417
J.出版、影音製作、傳播及資通訊服務業,61 電信業,,03,92700305
J.出版、影音製作、傳播及資通訊服務業,62 電腦程式設計、諮詢及相關服務業,,03,4592772
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,631 入口網站經營、資料處理、主機及網站代管服務業,03,115938124
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,639 其他資訊服務業,03,2968741
K.金融及保險業,64 金融服務業,641 貨幣中介業,03,31330840
K.金融及保險業,64 金融服務業,642 控股業,03,175140
K.金融及保險業,64 金融服務業,643 信託、基金及類似金融實體,03,90212
K.金融及保險業,64 金融服務業,649 其他金融服務業,03,1214401
K.金融及保險業,65 保險業,651 人身保險業,03,21772398
K.金融及保險業,65 保險業,652 財產保險業,03,1275394
K.金融及保險業,65 保險業,653 再保險業,03,0
K.金融及保險業,65 保險業,654 退休基金,03,0
K.金融及保險業,65 保險業,655 保險輔助業,03,198280
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,03,4010337
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,03,67108
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,03,73071
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,03,790068
L.不動產業,67 不動產開發業,,03,14316356
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,03,28978210
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,03,588394
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,03,977182
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,03,111087
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,03,4348590
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,03,1547327
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,03,1388735
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,03,5933448
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,03,20181036
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,03,41674
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,03,15814928
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,03,530692
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,03,32520
M.專業、科學及技術服務業,74 專門設計業,,03,562065
M.專業、科學及技術服務業,75 獸醫業,,03,176227
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,03,2804348
N.支援服務業,77 租賃業,771 機械設備租賃業,03,744136
N.支援服務業,77 租賃業,772 運輸工具租賃業,03,80420
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,03,392403
N.支援服務業,77 租賃業,774 智慧財產租賃業,03,21663
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,03,628909
N.支援服務業,78 人力仲介及供應業,782 人力供應業,03,668615
N.支援服務業,79 旅行及相關服務業,,03,521545
N.支援服務業,80 保全及偵探業,,03,733341
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,03,216406
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,03,13689761
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,03,65669
N.支援服務業,82 行政支援服務業,,03,4810985
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,,03,199064513
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構,,03,604618
P.教育業,85 教育業,851 學前教育,03,2294175
P.教育業,85 教育業,852 小學教育,03,24945884
P.教育業,85 教育業,853 國民中學教育,03,24726077
P.教育業,85 教育業,854 高級中等教育,03,25189402
P.教育業,85 教育業,855 大專校院,03,151688421
P.教育業,85 教育業,856 特殊教育學校,03,168324
P.教育業,85 教育業,858 教育輔助業,03,89040
P.教育業,85 教育業,859 其他教育業,03,4354342
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,03,209572419
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,03,6039916
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,03,2263761
Q.醫療保健及社會工作服務業,87 居住型照顧服務業,,03,19545577
Q.醫療保健及社會工作服務業,88 其他社會工作服務業,,03,4284499
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,03,292501
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,03,817267
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,03,5954121
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,,03,12857267
R.藝術、娛樂及休閒服務業,92 博弈業,,03,270825
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,03,32034058
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,03,25190192
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,03,9154590
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,03,636703
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,03,22466471
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,03,5901378
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,03,235733
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,03,140815
S.其他服務業,96 未分類其他服務業,961 洗衣業,03,4214375
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,03,3857355
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,03,5179547
S.其他服務業,96 未分類其他服務業,964 家事服務業,03,72387
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,03,2150824
T.家庭(住宅用),97 住宅與公共設施,,03,193893332
U.其他不能歸類,98 其他不能歸類,,03,131727654
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,04,44728242
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,04,63560547
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,04,54963276
A.農、林、漁、牧業,02 林業,021 林業,04,202929
A.農、林、漁、牧業,03 漁業,031 漁撈業,04,324012
A.農、林、漁、牧業,03 漁業,032 水產養殖業,04,71086735
B.礦業及土石採取業,05 石油及天然氣礦業,,04,6386443
B.礦業及土石採取業,06 砂、石採取及其他礦業,,04,24143204
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,04,54482644
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,04,25502586
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,04,25065994
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,04,14119813
C.製造業,08 食品及飲料製造業,085 乳品製造業,04,28417094
C.製造業,08 食品及飲料製造業,086 碾穀、磨粉及澱粉製品製造業,04,18070346
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,04,30102405
C.製造業,08 食品及飲料製造業,089 其他食品製造業,04,164984654
C.製造業,09 飲料製造業,091 酒精飲料製造業,04,10197805
C.製造業,09 飲料製造業,092 非酒精飲料製造業,04,17156862
C.製造業,10菸草製造業,,04,3625232
C.製造業,11 紡織業,111 紡紗業,04,83660781
C.製造業,11 紡織業,112 織布業,04,123239918
C.製造業,11 紡織業,113 不織布業,04,19035968
C.製造業,11 紡織業,114 染整業,04,44665934
C.製造業,11 紡織業,115 紡織品製造業,04,20052763
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,04,6833838
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,04,3078877
C.製造業,13 皮革、毛皮及其製品製造業,,04,8176973
C.製造業,14 木竹製品製造業,,04,9810406
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,04,88566496
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,04,24891608
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,04,30010941
C.製造業,16 印刷及資料儲存媒體複製業,,04,31205812
C.製造業,17 石油及煤製品製造業,,04,143633150
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,04,477926449
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,04,14727172
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,04,230768293
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,04,116897506
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,04,3907617
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,04,17421732
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,04,12077874
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,04,50804075
C.製造業,20 藥品及醫用化學製品製造業,,04,71241366
C.製造業,21 橡膠製品製造業,,04,65359591
C.製造業,22 塑膠製品製造業,,04,336536786
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,04,228916028
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,04,35700280
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,04,144542898
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,04,6232991
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,04,36589546
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,04,949287198
C.製造業,24 基本金屬製造業,242 鋁製造業,04,67647059
C.製造業,24 基本金屬製造業,243 銅製造業,04,147833197
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,04,26984875
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,04,83318720
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,04,24397137
C.製造業,25 金屬製品製造業,253 金屬容器製造業,04,11414429
C.製造業,25 金屬製品製造業,254 金屬加工處理業,04,218126772
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,04,148120765
C.製造業,26 電子零組件製造業,261 半導體製造業,04,3454948429
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,04,162310392
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,04,270031436
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,04,866546744
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,04,286411753
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,04,52116161
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,04,31405264
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,04,5356383
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,04,13601955
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,04,11940714
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,04,1356606
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,04,85437151
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,04,14838951
C.製造業,28 電力設備及配備製造業,282 電池製造業,04,28322072
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,04,34835663
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,04,4479955
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,04,12011980
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,04,16023819
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,04,35965260
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,04,37495921
C.製造業,29 機械設備製造業,293 通用機械設備製造業,04,80417470
C.製造業,30 汽車及其零件製造業,301 汽車製造業,04,10010255
C.製造業,30 汽車及其零件製造業,302 車體製造業,04,1337713
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,04,97073599
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,04,9573369
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,04,19248058
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,04,27239840
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,04,20609183
C.製造業,32 家具製造業,321 非金屬家具製造業,04,5774770
C.製造業,32 家具製造業,322 金屬家具製造業,04,4720007
C.製造業,33 其他製造業,331 育樂用品製造業,04,21652233
C.製造業,33 其他製造業,332 醫療器材及用品製造業,04,39079390
C.製造業,33 其他製造業,339 未分類其他製造業,04,14051955
C.製造業,34 產業用機械設備維修及安裝業,,04,12636796
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,04,16728097
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,04,41469035
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,04,385840
E.用水供應及污染整治業,36 用水供應業,,04,106641003
E.用水供應及污染整治業,37 廢水及污水處理業,,04,27694394
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,04,3841165
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,04,14698847
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,04,17473081
E.用水供應及污染整治業,39 污染整治業,,04,569081
F.營建工程業,41 建築工程業,,04,50181985
F.營建工程業,42 土木工程業,421 道路工程業,04,6308395
F.營建工程業,42 土木工程業,422 公用事業設施工程業,04,5745351
F.營建工程業,42 土木工程業,429 其他土木工程業,04,1204904
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,04,684119
F.營建工程業,43 專門營造業,432 庭園景觀工程業,04,107199
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,04,1160626
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,04,283615
F.營建工程業,43 專門營造業,439 其他專門營造業,04,498222
G.批發及零售業,45 批發業,451 商品批發經紀業,04,1741459
G.批發及零售業,45 批發業,452 綜合商品批發業,04,3358297
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,04,4986253
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,04,26732963
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,04,2321199
G.批發及零售業,45 批發業,456 家用器具及用品批發業,04,3440995
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,04,3194894
G.批發及零售業,45 批發業,458 文教育樂用品批發業,04,1326764
G.批發及零售業,45 批發業,461 建材批發業,04,8571630
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,04,5178426
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,04,1337771
G.批發及零售業,45 批發業,464 機械器具批發業,04,10172144
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,04,3374501
G.批發及零售業,45 批發業,469 其他專賣批發業,04,4602801
G.批發及零售業,47 零售業,471 綜合商品零售業,04,298468373
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,04,22615675
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,04,7168527
G.批發及零售業,47 零售業,474 家用器具及用品零售業,04,5677795
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,04,6026064
G.批發及零售業,47 零售業,476 文教育樂用品零售業,04,1792449
G.批發及零售業,47 零售業,481 建材零售業,04,433909
G.批發及零售業,47 零售業,482 燃料及相關產品零售業,04,17029826
G.批發及零售業,47 零售業,483 資訊及通訊設備零售業,04,6203912
G.批發及零售業,47 零售業,484 汽機車及其零配件、用品零售業,04,9705396
G.批發及零售業,47 零售業,485 其他專賣零售業,04,3263833
G.批發及零售業,47 零售業,486 零售攤販,04,586522
G.批發及零售業,47 零售業,487 其他非店面零售業,04,1690509
H.運輸及倉儲業,49 陸上運輸業,491 鐵路運輸業,04,118529275
H.運輸及倉儲業,49 陸上運輸業,492 大眾捷運系統運輸業,04,78793510
H.運輸及倉儲業,49 陸上運輸業,493 汽車客運業,04,6034284
H.運輸及倉儲業,49 陸上運輸業,494 汽車貨運業,04,4509013
H.運輸及倉儲業,49 陸上運輸業,499 其他陸上運輸業,04,95965
H.運輸及倉儲業,50 水上運輸業,501 海洋水運業,04,1308341
H.運輸及倉儲業,50 水上運輸業,502 內河及湖泊水運業,04,0
H.運輸及倉儲業,51 航空運輸業,,04,3908715
H.運輸及倉儲業,52 運輸輔助業,521 報關業,04,85915
H.運輸及倉儲業,52 運輸輔助業,522 船務代理業,04,709255
H.運輸及倉儲業,52 運輸輔助業,523 貨運承攬業,04,2067644
H.運輸及倉儲業,52 運輸輔助業,524 陸上運輸輔助業,04,16618840
H.運輸及倉儲業,52 運輸輔助業,525 水上運輸輔助業,04,19386938
H.運輸及倉儲業,52 運輸輔助業,526 航空運輸輔助業,04,24909066
H.運輸及倉儲業,52 運輸輔助業,529 其他運輸輔助業,04,9559275
H.運輸及倉儲業,53 倉儲業,,04,70556996
H.運輸及倉儲業,54 郵政及快遞業,541 郵政業,04,3591089
H.運輸及倉儲業,54 郵政及快遞業,542 快遞業,04,3598166
I.住宿及餐飲業,55 住宿業,551 短期住宿業,04,162189172
I.住宿及餐飲業,55 住宿業,559 其他住宿業,04,484666
I.住宿及餐飲業,56 餐飲業,561 餐食業,04,80453499
I.住宿及餐飲業,56 餐飲業,562 外燴及團膳承包業,04,2953840
I.住宿及餐飲業,56 餐飲業,563 飲料業,04,4567658
J.出版、影音製作、傳播及資通訊服務業,58 出版業,581 新聞、雜誌、期刊、書籍及其他出版業,04,2975219
J.出版、影音製作、傳播及資通訊服務業,58 出版業,582 軟體出版業,04,273656
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,591 影片及電視節目業,04,8172797
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,592 聲音錄製及音樂發行業,04,101860
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,601 廣播業,04,3152791
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,602 電視節目編排及傳播業,04,6899717
J.出版、影音製作、傳播及資通訊服務業,61 電信業,,04,92549124
J.出版、影音製作、傳播及資通訊服務業,62 電腦程式設計、諮詢及相關服務業,,04,4447793
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,631 入口網站經營、資料處理、主機及網站代管服務業,04,116074452
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,639 其他資訊服務業,04,2987756
K.金融及保險業,64 金融服務業,641 貨幣中介業,04,32952126
K.金融及保險業,64 金融服務業,642 控股業,04,191409
K.金融及保險業,64 金融服務業,643 信託、基金及類似金融實體,04,93428
K.金融及保險業,64 金融服務業,649 其他金融服務業,04,1312652
K.金融及保險業,65 保險業,651 人身保險業,04,22291898
K.金融及保險業,65 保險業,652 財產保險業,04,1417998
K.金融及保險業,65 保險業,653 再保險業,04,0
K.金融及保險業,65 保險業,654 退休基金,04,0
K.金融及保險業,65 保險業,655 保險輔助業,04,218190
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,04,4333683
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,04,84432
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,04,86476
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,04,821208
L.不動產業,67 不動產開發業,,04,14944888
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,04,30536448
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,04,672353
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,04,1029451
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,04,96301
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,04,4596692
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,04,1668586
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,04,1520277
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,04,6365009
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,04,20111694
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,04,42400
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,04,16564949
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,04,602694
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,04,37840
M.專業、科學及技術服務業,74 專門設計業,,04,585823
M.專業、科學及技術服務業,75 獸醫業,,04,188918
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,04,3128153
N.支援服務業,77 租賃業,771 機械設備租賃業,04,738121
N.支援服務業,77 租賃業,772 運輸工具租賃業,04,90448
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,04,438211
N.支援服務業,77 租賃業,774 智慧財產租賃業,04,24653
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,04,713079
N.支援服務業,78 人力仲介及供應業,782 人力供應業,04,689560
N.支援服務業,79 旅行及相關服務業,,04,577038
N.支援服務業,80 保全及偵探業,,04,762003
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,04,48059
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,04,13718296
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,04,73879
N.支援服務業,82 行政支援服務業,,04,5012627
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,,04,211654503
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構,,04,680319
P.教育業,85 教育業,851 學前教育,04,2600236
P.教育業,85 教育業,852 小學教育,04,27156888
P.教育業,85 教育業,853 國民中學教育,04,28057089
P.教育業,85 教育業,854 高級中等教育,04,28439937
P.教育業,85 教育業,855 大專校院,04,162241297
P.教育業,85 教育業,856 特殊教育學校,04,176812
P.教育業,85 教育業,858 教育輔助業,04,94916
P.教育業,85 教育業,859 其他教育業,04,4536006
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,04,222016605
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,04,6725532
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,04,2339957
Q.醫療保健及社會工作服務業,87 居住型照顧服務業,,04,20005153
Q.醫療保健及社會工作服務業,88 其他社會工作服務業,,04,4593036
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,04,326047
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,04,862152
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,04,6503709
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,,04,13782123
R.藝術、娛樂及休閒服務業,92 博弈業,,04,287866
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,04,35016127
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,04,27285124
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,04,9825228
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,04,695087
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,04,23269354
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,04,6426856
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,04,261318
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,04,144495
S.其他服務業,96 未分類其他服務業,961 洗衣業,04,4359435
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,04,4209211
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,04,5627652
S.其他服務業,96 未分類其他服務業,964 家事服務業,04,70049
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,04,2283416
T.家庭(住宅用),97 住宅與公共設施,,04,201812407
U.其他不能歸類,98 其他不能歸類,,04,142229187
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,05,49570937
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,05,75636598
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,05,59952022
A.農、林、漁、牧業,02 林業,021 林業,05,222774
A.農、林、漁、牧業,03 漁業,031 漁撈業,05,364644
A.農、林、漁、牧業,03 漁業,032 水產養殖業,05,76025696
B.礦業及土石採取業,05 石油及天然氣礦業,,05,10824006
B.礦業及土石採取業,06 砂、石採取及其他礦業,,05,24603663
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,05,60120223
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,05,28005618
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,05,29422830
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,05,14581739
C.製造業,08 食品及飲料製造業,085 乳品製造業,05,32441951
C.製造業,08 食品及飲料製造業,086 碾穀、磨粉及澱粉製品製造業,05,18821797
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,05,31975035
C.製造業,08 食品及飲料製造業,089 其他食品製造業,05,185754128
C.製造業,09 飲料製造業,091 酒精飲料製造業,05,12026211
C.製造業,09 飲料製造業,092 非酒精飲料製造業,05,20133993
C.製造業,10菸草製造業,,05,4392333
C.製造業,11 紡織業,111 紡紗業,05,82583833
C.製造業,11 紡織業,112 織布業,05,121719946
C.製造業,11 紡織業,113 不織布業,05,22051056
C.製造業,11 紡織業,114 染整業,05,44612605
C.製造業,11 紡織業,115 紡織品製造業,05,21039836
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,05,7532768
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,05,3315007
C.製造業,13 皮革、毛皮及其製品製造業,,05,8420488
C.製造業,14 木竹製品製造業,,05,10399337
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,05,77507247
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,05,26837445
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,05,31311213
C.製造業,16 印刷及資料儲存媒體複製業,,05,34340490
